Family,Subfamily,Tribe,Genus,animal,type,caste.number,caste.number.ref,colony.size,colony.size.ref,queen.mating.frequency.original,queen.number.continuous,queen.number.binary,Inherent_Constraints_Scale,Conditional_Constraints_Scale,Constraints_Confidence,Constraints_Scale_Notes,Ref.2,Supercolonial.Helantera.review_no.stringent.nonstringent,social.parasite.Antwiki_no.yes,clonal,hybridisation,Taxonomic_info.Antcat.registered_undescribed.species_Antcat.unregistered_incertae.sedis._subspecies
Formicidae,Formicinae,Formicini,Cataglyphis - (potentially synonymous Cataglyphis_floricola),Cataglyphis_tartessica,ant,NA,,182.8,"Amor & Ortega, 2014","1,4",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Formicini,Cataglyphis,Cataglyphis_theryi,ant,NA,,300,"Aron et al., 2016","2,29",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Formicini,Cataglyphis,Cataglyphis_viaticoides,ant,NA,,,,,"1,17",1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Cataulacus,Cataulacus_mckeyi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",246.32,"Debout et al., 2009; Debout et al., 2005",,"1,04",0,4,4,NA,workers were not found to produce any males ,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Centromyrmex,Centromyrmex_bequaerti,ant,1,"Dejean & Feneron, 1996",347.22,"Dejean & Feneron, 1996",,"5,52",1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Centromyrmex,Centromyrmex_hamulatus,ant,1,"Bolton & Fisher, 2008",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Centromyrmex,Centromyrmex_sellaris,ant,NA,,408,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cephalotes,Cephalotes_atratus,ant,2,"Holldboler&Wilson, 1990",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cephalotes,Cephalotes_persimilis,ant,2,"Powell, 2009",,,,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cephalotes - was Zacryptocerus varians,Cephalotes_varians,ant,2,"Wilson, 1976; Gordon et al., 2019",1000,"Beckers et al., 1989",,NA,NA,3,NA,1,"Wilson, Edward O. ""A social ethogram of the neotropical arboreal ant Zacryptocerus varians (Fr. Smith)."" Animal behaviour 24.2 (1976): 354-363",NA,0,0,0,0,0
Formicidae,Myrmicinae,Solenopsidini,Chelaner - synonymous with Monomorium_whitei,Chelaner_whitei,ant,NA,,20225,"Davison, 1982",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis,Colobopsis_anderseni,ant,2,"Nielsen et al., 2009; McArthur & Shattuck, 2001",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis,Colobopsis_explodens,ant,2,"Laciny et al., 2019; Laciny et al., 2018",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis,Colobopsis_impressa,ant,2,"Walker & Stamps, 1986; Holldobler & Wilson, 1990; Traniello & Beshers, 1991",250,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis,Colobopsis_macarangae,ant,1,"Laciny et al., 2017 ",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis - synonymous with Camponotus_nipponicus or Colobpsis_nipponicus,Colobopsis_nipponica,ant,2,"Hasegawa, 1993; Hasegawa, 1993; Fujioka et al., 2019",,,"1,03",1,0,4,4,1," ""Since the queen produces all the males in a colony (Hasegawa, unpublished), the genotype of a nest queen could be determined from the genotype of the males.""  Ref: Hasegawa, E., 1992. Annual life cycle and timing of male-egg production in the antColobopsis nipponicus (Wheeler). Ins. Soc 39, 439�446. https://doi.org/10.1007/BF01240626 ------ cant access reference  Hasegawa, E. 1994. Sex allocation in the ant Colobopsis nipponicus (Wheeler) I. Population sex ratio. Evolution 48(4): 1121-1129",NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis,Colobopsis_truncata,ant,2,"Laciny et al., 2019",50,"Beckers et al., 1989",,NA,NA,2,4,NA,thelytoky - when queen dies they can produce both worker and alates,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Colobopsis,Colobopsis_vitrea,ant,2,"Klimes & McArthur, 2014",6000,"Holldobler & Wilson, 1990; Kaspari & Vargo, 1995",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_abstinens,ant,NA,,1291,"Martins Segundo et al., 2017",,"1,08",0,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_ashmeadi,ant,NA,,10000,"King & Porter, 2007",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_atkinsoni,ant,NA,,500,"King & Porter, 2007",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_auberti,ant,NA,,650,"Parr et al., 2017",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_biroi,ant,NA,,148.96,"Peeters et al., 2013",,1,0,3,4,0,"not clear if worker eggs viable, not sure how to categorise the intercaste - lays trophic eggs. ----Peeters, C., Lin, C., Quinet, Y., Segundo, C. M., Billen, J. 2013. Evolution of a soldier caste specialised to lay unfertilised eggs in the ant genus Crematogaster (subgenus Orthocrema). Arthropod Structure & Development 42: 257-264.",NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_bryophilia,ant,2,"Peeters et al., 2013",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_cerasi,ant,1,"Rajakumar et al., 2018",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_clariventris,ant,2,"Zephirin et al., 2019",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_curvispinosa,ant,2,"Peeters et al., 2013",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_dohrni,ant,NA,,31318.5,"Holldobler & Wilson, 1990",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_elegans,ant,NA,,300,"Holldobler & Wilson, 1990",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_irritabilis,ant,NA,,5000,"Holldobler & Wilson, 1990",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_larreae,ant,NA,,789,"Holldobler & Wilson, 1990",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_lineolata,ant,NA,,200,"King & Porter, 2007",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_madecassa,ant,2,"Peeters et al., 2013",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_mimosae,ant,NA,,,,,"2,35",1,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster - synonymous with Crematogaster_smithi (I have combined the data for the two),Crematogaster_minutissima,ant,2,"Heinze et al., 1999; Peeters et al., 2013",191,"Heinze et al., 1999; Geraghty et al., 2007; King & Porter, 2007","1,02",1,0,3,4,1,"Heinze J., Foitzik S., Oberstadt B., Ru_ppell O. and H�lldobler B. (1999) A female caste specialized for the production of unfertilized eggs in the ant Crematogaster smithi. Naturwissenschaften 86: 93-95. .",NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_nigriceps,ant,NA,,,,,"1,3",NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_nigropilosa,ant,2,"Peeters et al., 2013",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_osakensis,ant,1,"Antwiki, 2024",2292.6,"Gotoh et al., 2017","140,715",4,1,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_pulchella,ant,2,"Peeters et al., 2013",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_pygmaea,ant,2,"Segundo et al., 2017; Peeters et al., 2013",190,"Hamidi et al., 2017",,70.48,1,3,4,1,"""Our study demonstrates that in the highly polygynous ant C. pygmaea, workers retain their ability to lay eggs and to produce, at least in queenless conditions, males, contrary to  what  is  observed  in  many  other  highly  polygynous  ants  whose workers are completely sterile. "" ------Hamidi, R., de Biseau, J.-C., & Quinet, Y. (2023). Worker Reproduction in the Highly Polygynous Ant Crematogaster pygmaea Forel, 1904 (Hymenoptera: Formicidae).�Sociobiology,�70(3), e7903.�",NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_rasoherinae,ant,2,"Peeters et al., 2013",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_schimmeri,ant,NA,,483.17,"Peeters et al., 2013",,1,0,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_scutellaris,ant,NA,,,,"1,06","1,16",1,3,4,0,possible thelytoky (page 190 The Ants),NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_sjostedti,ant,NA,,,,,"1,4",NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_sordidula,ant,NA,,750,"Parr et al., 2017",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_sumichrasti,ant,NA,,1000,"Beckers et al., 1989",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Crematogaster,Crematogaster_volamena,ant,2,"Blaimer, 2012",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Cryptopone,Cryptopone_motschulskyi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",20,"Holldobler & Wilson, 1990",,NA,NA,3,4,1,"inferred from description of congener: C._sauteri workers have functional ovaries, and thus can potentially lay viable eggs. Yamaguchi, Y., Yazawa, H., Iwanishi, S. & Kudo, K. 2016. Differences in body sizes and physiological conditions among castes in the ponerine ant Cryptopone sauteri (Hymenoptera: Formicidae). Entomological Science 19(2): 124-128.",NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cyphomyrmex,Cyphomyrmex_cornutus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",2021.75,"Adams & Longino, 2007",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cyphomyrmex,Cyphomyrmex_costatus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",99.17,"Hammond & Keller, 2004; Ferguson-Gow, 2014; Murakami et al., 2000",1,1,0,4,4,1,"no offspring. Villesen, P., and J. J. Boomsma. ""Patterns of male parentage in the fungus-growing ants."" Behavioral Ecology and Sociobiology 53.4 (2003): 246-253",NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cyphomyrmex,Cyphomyrmex_longiscapus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",55.34,"Hammond & Keller, 2004; Ferguson-Gow, 2014","1,035",1,0,3,4,1,"Villeson & Boomsma (2003) describe no worker reproduction in queenright colonies, implying it may occur in queenelss colonies. However, this was not explicitly stated.",NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cyphomyrmex,Cyphomyrmex_minutus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",150,"King & Porter, 2007",,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cyphomyrmex,Cyphomyrmex_muelleri,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,4,0,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Cyphomyrmex,Cyphomyrmex_rimosus,ant,1,"Holldobler&Wilson, 1990; Oster & Wilson, 1978; Blanchard & Moreau, 2017",64.49,"King & Porter, 2007; Shik, 2008; Murakami et al., 2000; Holldobler & Wilson, 1990; Beckers et al., 1989",1,1,0,4,4,1,"no evidence of worker reproduction. Atrophied ovarioles with no eggs. Murakami, T. & Higashi, S. 1997. Social organization in two primitive attine ants, Cyphomyrmex rimosus and Myricocrypta ednaella, with reference to their fungus substrates and food sources. Journal of Ethology 15: 17-25.",Same ref as ovariole reduction/worker sterility,0,0,0,0,0
Formicidae,Myrmicinae,Stenammini,Dacetinops,Dacetinops_cibdelus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",10,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Dacetini,Daceton,Daceton_armigerum,ant,3,"Holldobler&Wilson, 1990",2650,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Camponotini,Dinomyrmex - synonymous with Camponotus_gigas,Dinomyrmex_gigas,ant,2,"Laciny et al., 2017; Orr & Charles, 1994; Or et al., 1996; Pfeiffer & Linsenmair, 2000",7000,"Pfeiffer & Linsenmair, 2000",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Proceratiinae,Probolomyrmecini,Probolomyrmex,Discothyrea_kamiteta,ant,1,"Blanchard & Moreau, 2017",73,"Katayama, 2013",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_bispinosus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_imitator,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",25,"Kaspari & Vargo, 1995",,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_lamellosus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_lutosus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_mariae,ant,1,"Laskis & Tschinkel, 2009; Oster & Wilson, 1978; Blanchard & Moreau, 2017",1041000,"Laskis & Tschinkel, 2009",,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_plagiatus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_pustulatus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",445,"Kannowski, 1967",,"1,32",1,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_quadripunctatus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,3,1,"males are produced by workers. Unclear but potentially workers can also produce gynes? Marked as producing males only to be conservative. Czechowski et al 2019. Alate gyne of the ant�Dolichoderus quadripunctatus�(L.) (Hymenoptera,�Formicidae) follows foraging trail to aphids",NA,0,0,0,0,0
Formicidae,Dolichoderinae,Dolichoderini,Dolichoderus,Dolichoderus_validus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,3,NA,0,inferred from description of D.quadripunctatus - see specific notes for complication,NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,Dorylus_affinis,ant,2,"Schöning et al., 2005",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus - Dorylus_fulvus_obscurior,Dorylus_fulvus,ant,2,"Schöning et al., 2005",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,Dorylus_kohli,ant,2,"Schöning et al., 2005",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini (There do not seem to be any valid Tribes within Dorylinae),Dorylus,Dorylus_laevigatus,ant,1,"Holldobler&Wilson, 1990; Berghoff et al., 2003; Schöning et al., 2005; Berghoff et al., 2002",325000,"Berghoff et al., 2002",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini,Dorylus,Dorylus_nigricans,ant,2,"Holldobler&Wilson, 1990; Braendle et al., 2003; Schöning et al., 2005",8018400,"Beckers et al., 1989; Barth et al., 2014","15,93",1,0,3,4,1,"male parentage described in Dorylus molestus though Holldobler and Wilson (The Ants, 1990) said that male larvae die before puation. Kronauer, D. J. C., Schoning, C. & Boomsma, J. J. 2006. Male parentage in army ants. Molecular Ecology 15: 1147-1151.",NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini,Dorylus,Dorylus_vishnui,ant,2,"Schöning et al., 2005",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,Dorylini,Dorylus,Dorylus_wilverthi,ant,2,"Holldobler&Wilson, 1990; Schöning et al., 2005",14750000,"Kaspari & Vargo, 1995; Beckers et al., 1989",,1,0,3,4,1,"male eggs produced but according to Holldobler and Wilson, larvae die before pupation. The Ants, 1990. HOWEVER, I found a second ref saying they survive after queen loss (Raignier A (1972) Sur l�origine des nouvelles soci�t�s des fourmisvoyageuses Africaines (Hymenopteres, Formicidae, Dorylinae).Insectes Sociaux, 19, 153 �170.) ",NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_bicolor,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Godfrey & Gronenberg, 2020",10000,"Fjerdingstad & Crozier, 2006",,NA,1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_biconis,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",5000,"Beckers et al., 1989",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_bossutus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_bureni,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_elegans,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_grandulus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_insanus,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017; Godfrey & Gronenberg, 2020",,,"1,09",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Dorymyrmex,Dorymyrmex_reginicula,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",1000,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae - was Ecitoninae,NA,Eciton,Eciton_burchellii,ant,4,"Holldobler&Wilson, 1990; Baudier & O'Donnell, 2018; Powell & Franks, 2006; Jaffe et al., 2007; Powell & Franks, 2005; Wheeler, 1991",699995,"Shik, 2008; Holldobler & Wilson, 1990; Schneirla, 1971; Kaspari & Vargo, 1995","11,82",1,0,4,4,1,"no offspring. Villesen, P., and J. J. Boomsma. ""Patterns of male parentage in the fungus-growing ants."" Behavioral Ecology and Sociobiology 53.4 (2003): 246-253",NA,0,0,0,0,0
Formicidae,Dorylinae,NA,Eciton - crassinode subspecies was previously included.,Eciton_dulcium,ant,3,"Holldobler&Wilson, 1990; Powell & Franks, 2005",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae - was Ecitoninae,Without tribe - was Ecitonini,Eciton,Eciton_hamatum,ant,4,"Holldobler&Wilson, 1990; Powell & Franks, 2005",250000,"Shik, 2008; Holldobler & Wilson, 1990",,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,NA,Eciton,Eciton_mexicanum,ant,3,"Holldobler&Wilson, 1990; Powell & Franks, 2005",5.00E+05,"Barth et al., 2014","13,71",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,NA,Eciton,Eciton_rapax,ant,3,"Holldobler&Wilson, 1990",275000,"Beckers et al., 1989",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dorylinae,NA,Eciton,Eciton_vagans,ant,3,"Holldobler&Wilson, 1990",250000,"Rettenmeyer, 1963","19,18",1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ectatomminae,Ectatommini,Ectatomma,Ectatomma_edentatum,ant,1,"Blanchard & Moreau, 2017",104,"Antonialli & Giannotti, 2001",,NA,NA,NA,4,1,"workers lay trophic eggs, not clear if they can develop into males if uneaten. Antonialli, W. F. & Giannotti, E. 2002. Division of labour in Ectatomma edentatum (Hymenoptera, Formicidae). Sociobiology 39(1): 37-63.",NA,0,0,0,0,0
Formicidae,Ectatomminae,Ectatommini,Ectatomma,Ectatomma_opaciventre,ant,1,"Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ectatomminae,Ectatommini,Ectatomma,Ectatomma_ruidum,ant,1,"Holldobler&Wilson, 1990; Oster & Wilson, 1978; Blanchard & Moreau, 2017",81.88,"Lenoir et al., 2011; Kaspari & Vargo, 1995; Beckers et al., 1989",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ectatomminae,Ectatommini,Ectatomma,Ectatomma_suzanae,ant,1,"Blanchard & Moreau, 2017; Segundo et al., 2012",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ectatomminae,Ectatommini,Ectatomma,Ectatomma_tuberculatum,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",381.09,"Hora, 2005; Hora et al., 2007; Perez-Lachaud et al,. 2010; Hora et al., 2001; Perez-Lachaud et al., 2011",,NA,NA,NA,NA,NA,"unable to acces ref Feneron, R. & Billen, J. 1996. Ovarian cycle in Ectatomma tuberculatum workers (Formicidae, Ponerinae). Invertebrate Reproduction & Development. 29(1): 79-85.",NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Dinoponera - probably not classed as eusocial. Have gamergates,Ectomomyrmex_striatulus,ant,1,"Blanchard & Moreau, 2017",15,"Holldobler & Wilson, 1990",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Ectomomyrmex - was Pachycondyla striata,Euponera_fossigera,ant,1,"Blanchard & Moreau, 2017",50,"Villet, 1994",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Ponerinae,Ponerini,Euponera - synonymous with Pachycondyla_wroughtonii,Euponera_wroughtonii,ant,1,"Blanchard & Moreau, 2017",500,"Villet, 1990",,1,0,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Formicinae,Lasiini,Euprenolepis,Euprenolepis_procera,ant,2,"Antwiki, 2024",5000,"Volker & Ulrich, 2008",,,1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Eurhopalothrix,Eurhopalothrix_biroi,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",50,"Wilson, 1959",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Eurhopalothrix,Eurhopalothrix_floridana,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",100,"King & Porter, 2007",,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Attini,Eurhopalothrix,Eurhopalothrix_heliscata,ant,1,"Oster & Wilson, 1978; Blanchard & Moreau, 2017",,,,NA,NA,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Myrmicinae,Crematogastrini,Eutetramorium,Eutetramorium_mocquerysi,ant,1,"Blanchard & Moreau, 2017",44,"Heinze et al., 1999",,1,0,3,NA,1,"Have ergatoid queens and workers that do not mate �In this Malagasy ant, all female individuals are similar in size and appearance; female reproductives with a distinct external morphology do not exist. Based on ovarian anatomy, however, two types of females can be distinguished: females with six ovarioles and a spermatheca, which can mate and produce diploid offspring, and females with only two ovarioles, which lack a spermatheca but can lay unfertilized eggs. [�] following strict morphological definitions we should consider these reproductive females morphologically extremely derived worker-like queens (e.g. ergatoid queens)� Ref: Heinze, J., H�lldobler, B., Alpert, G., 1999. Reproductive conflict and division of labor in Eutetramorium mocquerysi, a myrmicine ant without morphologically distinct female reproductives. Ethology 105, 701�717. https://doi.org/10.1046/j.1439-0310.1999.00450.x",NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Forelius,Forelius_mccooki,ant,1,"Oster & Wilson, 1978; Godfrey & Gronenberg, 2020",10000,"Fjerdingstad & Crozier, 2006",,1,1,NA,NA,NA,,NA,0,0,0,0,0
Formicidae,Dolichoderinae,Leptomyrmecini,Forelius,Forelius_pruinosus,ant,1,"Oster & Wilson, 1978",10000,"King & Porter, 2007",,NA,1,NA,NA,NA,,NA,0,0,0,0,0
